folioviv,foliohog,tam_loc,tot_integ,ocupados,educa_jefe,mat_pisos,celular,tv_paga,conex_inte,num_auto,num_tosta,num_lavad,num_compu,num_tva,num_tvd,num_micro,telefono,focos_inca,focos_ahor,drenaje,combustible,ing_cor,factor,est_socio,est_dis,upm,nse,piso_tierra
0100003801,1,100_mil,2,2,10,3,Si,Si,Si,2,1,1,1,1,2,1,No,3,8,servicio_público,gas_tanque,100696.7,247,4,003,0000010,AB,FALSE
0100003802,1,100_mil,2,2,10,3,Si,No,No,1,0,1,0,0,1,1,No,0,7,servicio_público,gas_tanque,146616.16,247,4,003,0000010,AB,FALSE
0100003803,1,100_mil,6,1,10,3,Si,Si,Si,1,0,1,1,1,1,1,Si,0,17,servicio_público,gas_tanque,94622.95,247,4,003,0000010,AB,FALSE
0100003804,1,100_mil,3,2,11,3,Si,Si,Si,3,1,1,1,1,2,1,No,3,10,servicio_público,gas_tanque,58278.65,247,4,003,0000010,C,FALSE
0100003805,1,100_mil,2,1,10,3,Si,No,Si,1,0,1,2,0,2,1,Si,0,12,servicio_público,gas_tanque,57295.07,247,4,003,0000010,C,FALSE
0100010401,1,100_mil,5,4,10,3,Si,Si,Si,2,0,1,1,1,2,1,Si,10,10,servicio_público,gas_tubo,149554.7,200,4,003,0000020,AB,FALSE
0100010402,1,100_mil,2,0,11,3,Si,Si,Si,0,0,1,0,1,1,1,Si,0,8,servicio_público,gas_tanque,33841.02,200,4,003,0000020,C,FALSE
0100010404,1,100_mil,2,0,10,3,No,Si,No,0,0,1,0,0,3,1,Si,0,8,servicio_público,gas_tanque,22472.93,200,4,003,0000020,D,FALSE
0100010405,1,100_mil,1,0,8,3,Si,Si,Si,1,0,1,1,0,2,1,Si,0,10,servicio_público,gas_tanque,74905.9,200,4,003,0000020,AB,FALSE
0100010406,1,100_mil,4,2,10,3,Si,Si,Si,1,0,1,2,2,0,1,Si,2,5,servicio_público,gas_tanque,62057.98,200,4,003,0000020,AB,FALSE
0100027701,1,100_mil,3,3,10,3,Si,Si,Si,3,1,1,4,0,4,1,Si,26,26,servicio_público,gas_tanque,637910.94,205,3,002,0000030,AB,FALSE
0100027702,1,100_mil,5,3,4,3,Si,Si,Si,1,0,2,1,2,0,1,Si,0,30,servicio_público,gas_tanque,88682.93,205,3,002,0000030,AB,FALSE
0100027703,1,100_mil,2,0,3,3,Si,No,No,0,0,1,0,0,1,1,No,0,7,servicio_público,gas_tanque,26416.55,205,3,002,0000030,D,FALSE
0100027706,1,100_mil,4,2,10,3,Si,Si,Si,1,0,1,1,0,2,1,Si,0,10,servicio_público,gas_tanque,58667.82,205,3,002,0000030,C,FALSE
0100031901,1,100_mil,9,5,4,1,Si,No,No,0,0,1,0,2,0,0,No,3,2,servicio_público,gas_tanque,22989.1,182,3,002,0000040,D,TRUE
0100031902,1,100_mil,1,0,4,2,Si,No,No,0,0,0,0,1,0,0,No,2,0,servicio_público,electricidad,9946.69,182,3,002,0000040,E,FALSE
0100031903,1,100_mil,4,3,6,2,Si,Si,Si,1,0,1,0,2,0,0,Si,6,0,servicio_público,gas_tanque,61258.04,182,3,002,0000040,AB,FALSE
0100031904,1,100_mil,4,2,4,3,No,No,Si,1,0,1,1,2,0,1,Si,2,3,servicio_público,gas_tubo,33217.45,182,3,002,0000040,C,FALSE
0100031905,1,100_mil,4,1,10,3,Si,No,No,0,0,1,1,2,1,1,No,0,9,servicio_público,gas_tanque,40940.2,182,3,002,0000040,C,FALSE
0100031906,1,100_mil,3,1,10,3,Si,Si,Si,1,0,1,1,1,0,1,No,0,6,servicio_público,gas_tanque,18141.98,182,3,002,0000040,D,FALSE
0100041501,1,100_mil,2,1,10,3,Si,Si,Si,1,1,1,2,3,4,1,Si,0,25,servicio_público,gas_tanque,53101.87,201,3,002,0000050,C,FALSE
0100041502,1,100_mil,1,1,8,3,Si,Si,Si,0,0,1,1,0,1,1,Si,1,12,servicio_público,gas_tanque,28519.44,201,3,002,0000050,D,FALSE
0100041505,1,100_mil,4,4,8,3,Si,Si,Si,1,1,1,1,0,4,1,Si,15,15,servicio_público,gas_tanque,86711.76,201,3,002,0000050,AB,FALSE
0100041506,1,100_mil,5,1,4,3,No,Si,No,0,0,1,0,4,0,1,Si,0,8,servicio_público,gas_tanque,51217.05,201,3,002,0000050,C,FALSE
0100062601,1,100_mil,3,2,3,3,No,No,Si,0,0,1,1,0,1,1,Si,0,14,servicio_público,gas_tanque,58169.43,181,3,002,0000060,C,FALSE
0100062603,1,100_mil,6,2,6,3,Si,No,No,0,0,0,0,1,0,0,No,0,3,servicio_público,gas_tanque,11773.75,181,3,002,0000060,E,FALSE
0100062604,1,100_mil,3,2,3,2,Si,No,Si,0,0,1,0,1,1,1,Si,6,5,servicio_público,gas_tanque,58952.39,181,3,002,0000060,C,FALSE
0100062605,1,100_mil,2,0,4,3,No,No,No,1,0,1,0,0,2,1,Si,0,9,servicio_público,gas_tanque,22918.24,181,3,002,0000060,D,FALSE
0100062606,1,100_mil,1,1,4,2,Si,No,No,0,0,0,0,1,0,0,No,0,6,servicio_público,gas_tanque,6819.98,181,3,002,0000060,E,FALSE
0100068001,1,100_mil,2,0,1,2,No,No,No,0,0,0,0,1,0,0,Si,0,6,servicio_público,gas_tanque,15017.96,160,2,001,0000070,D,FALSE
0100068002,1,100_mil,3,1,6,3,Si,Si,Si,1,0,1,1,0,1,1,No,3,6,servicio_público,gas_tanque,64245.51,160,2,001,0000070,AB,FALSE
0100068003,1,100_mil,1,1,1,2,Si,No,Si,0,0,1,0,1,1,0,Si,8,4,servicio_público,gas_tanque,15359.18,160,2,001,0000070,D,FALSE
0100068003,2,100_mil,7,5,6,2,Si,No,No,0,0,0,1,2,0,0,No,8,4,servicio_público,gas_tanque,27709.72,160,2,001,0000070,D,FALSE
0100068004,1,100_mil,5,4,7,2,Si,No,Si,1,0,1,1,1,1,1,Si,0,10,servicio_público,gas_tanque,29791.25,160,2,001,0000070,D,FALSE
0100068005,1,100_mil,1,0,3,3,No,Si,No,0,0,1,0,1,0,0,No,6,0,servicio_público,gas_tanque,17118.34,160,2,001,0000070,D,FALSE
0100068006,1,100_mil,3,2,10,3,Si,No,Si,1,0,1,1,0,1,1,Si,0,8,servicio_público,gas_tanque,78614.38,160,2,001,0000070,AB,FALSE
0100074201,1,100_mil,6,2,8,2,Si,Si,No,0,0,1,0,1,1,0,No,0,4,servicio_público,gas_tubo,17469.32,180,2,001,0000080,D,FALSE
0100074202,1,100_mil,2,2,4,3,Si,No,No,0,0,1,0,0,1,1,Si,1,5,servicio_público,gas_tubo,18736.77,180,2,001,0000080,D,FALSE
0100074203,1,100_mil,2,0,6,3,Si,Si,Si,0,0,1,1,0,1,1,Si,0,9,servicio_público,gas_tanque,38704.34,180,2,001,0000080,C,FALSE
0100074204,1,100_mil,5,2,6,3,Si,No,No,0,0,1,0,0,1,0,No,1,2,servicio_público,gas_tanque,26743.45,180,2,001,0000080,D,FALSE
0100074205,1,100_mil,3,1,6,3,Si,Si,Si,1,0,0,0,0,1,1,No,0,6,servicio_público,gas_tanque,28319.99,180,2,001,0000080,D,FALSE
0100074206,1,100_mil,5,2,1,2,Si,No,No,0,0,1,0,0,1,1,No,0,5,servicio_público,gas_tanque,62614.86,180,2,001,0000080,AB,FALSE
0100076301,1,100_mil,3,1,4,3,Si,Si,Si,0,0,1,3,2,2,1,Si,0,9,servicio_público,gas_tanque,54111.55,179,3,002,0000090,C,FALSE
0100076302,1,100_mil,3,2,6,3,Si,Si,No,1,0,1,0,0,1,1,No,1,6,servicio_público,gas_tanque,30952.92,179,3,002,0000090,C,FALSE
0100076303,1,100_mil,6,4,7,2,Si,No,Si,1,0,1,0,2,0,0,No,0,7,servicio_público,gas_tanque,77838.02,179,3,002,0000090,AB,FALSE
0100076304,1,100_mil,8,2,8,3,Si,Si,No,0,0,1,0,2,1,0,No,2,5,servicio_público,gas_tanque,43552.14,179,3,002,0000090,C,FALSE
0100076305,1,100_mil,3,1,4,2,Si,No,Si,1,0,1,1,2,0,1,No,2,5,servicio_público,gas_tanque,68154.77,179,3,002,0000090,AB,FALSE
0100076306,1,100_mil,5,4,3,2,Si,Si,No,0,0,2,0,3,1,1,No,1,7,servicio_público,gas_tanque,63187.73,179,3,002,0000090,AB,FALSE
0100079801,1,100_mil,2,2,4,3,Si,Si,No,0,0,0,0,0,2,0,No,0,5,servicio_público,gas_tanque,40548.4,200,2,001,0000100,C,FALSE
0100079802,1,100_mil,3,3,3,2,No,No,No,0,0,1,0,0,1,0,Si,0,7,servicio_público,gas_tanque,38182.66,200,2,001,0000100,C,FALSE
0100079803,1,100_mil,4,1,3,2,Si,No,No,0,0,1,0,0,1,0,No,2,2,servicio_público,gas_tanque,23929.55,200,2,001,0000100,D,FALSE
0100079804,1,100_mil,1,1,6,2,Si,No,Si,0,0,1,1,1,0,1,No,0,5,servicio_público,gas_tanque,12585.97,200,2,001,0000100,E,FALSE
0100079806,1,100_mil,1,0,3,2,No,No,No,0,0,1,0,0,1,1,No,0,6,servicio_público,gas_tanque,14550.89,200,2,001,0000100,E,FALSE
0100101401,1,100_mil,3,0,3,2,No,No,No,1,0,1,0,1,1,1,Si,2,5,servicio_público,gas_tanque,16109.51,187,3,002,0000110,D,FALSE
0100101402,1,100_mil,1,1,10,3,Si,Si,Si,1,0,1,1,0,1,1,No,0,13,servicio_público,gas_tanque,103312.48,187,3,002,0000110,AB,FALSE
0100101403,1,100_mil,1,0,3,2,No,No,No,0,0,1,0,1,0,0,No,2,5,servicio_público,gas_tanque,23085.74,187,3,002,0000110,D,FALSE
0100101404,1,100_mil,1,0,3,3,No,Si,No,0,0,0,0,2,1,0,Si,5,4,servicio_público,gas_tanque,30973.07,187,3,002,0000110,C,FALSE
0100101405,1,100_mil,3,3,9,3,Si,No,Si,0,0,1,1,1,3,1,Si,1,9,servicio_público,gas_tubo,50484.67,187,3,002,0000110,C,FALSE
0100103701,1,100_mil,3,2,10,3,Si,Si,Si,1,1,1,1,0,1,0,No,0,8,servicio_público,gas_tanque,55812.17,131,2,001,0000120,C,FALSE
0100103702,1,100_mil,2,1,5,2,Si,Si,No,0,0,0,0,0,1,0,No,1,0,servicio_público,otro,16818.04,131,2,001,0000120,D,FALSE
0100103703,1,100_mil,1,1,3,2,No,No,No,0,0,0,0,0,0,0,No,0,0,servicio_público,otro,2188.52,131,2,001,0000120,E,FALSE
0100103704,1,100_mil,6,2,6,3,Si,Si,Si,1,0,1,0,1,2,1,Si,0,9,servicio_público,gas_tanque,44035.03,131,2,001,0000120,C,FALSE
0100103705,1,100_mil,4,2,8,3,Si,No,No,0,0,1,0,0,0,1,No,3,1,servicio_público,gas_tanque,37174.6,131,2,001,0000120,C,FALSE
0100105902,1,100_mil,6,4,6,3,Si,Si,Si,1,1,1,1,1,2,1,Si,0,12,servicio_público,gas_tanque,84987.28,168,3,002,0000130,AB,FALSE
0100105903,1,100_mil,3,2,7,3,Si,No,No,1,0,1,1,0,1,1,No,0,5,servicio_público,gas_tanque,34174.37,168,3,002,0000130,C,FALSE
0100105904,1,100_mil,6,2,4,3,Si,No,No,0,0,1,0,2,1,1,Si,2,4,servicio_público,gas_tanque,36563.78,168,3,002,0000130,C,FALSE
0100105905,1,100_mil,2,2,7,3,Si,No,Si,1,0,1,0,1,2,1,No,3,2,servicio_público,gas_tanque,41317.21,168,3,002,0000130,C,FALSE
0100105906,1,100_mil,3,1,10,3,Si,No,No,0,0,1,0,1,0,0,No,3,1,servicio_público,gas_tanque,61269.07,168,3,002,0000130,AB,FALSE
0100109501,1,100_mil,3,2,3,3,No,No,Si,0,0,1,0,0,1,0,Si,0,5,servicio_público,gas_tanque,11382.53,183,3,002,0000140,E,FALSE
0100109503,1,100_mil,2,1,4,3,Si,Si,Si,1,1,1,2,0,4,1,Si,0,12,servicio_público,gas_tanque,70434.77,183,3,002,0000140,AB,FALSE
0100109504,1,100_mil,3,1,6,2,Si,Si,No,1,0,2,1,1,1,1,No,0,6,servicio_público,gas_tanque,22785.55,183,3,002,0000140,D,FALSE
0100109506,1,100_mil,2,2,6,2,No,Si,No,0,0,1,0,1,0,0,No,0,2,servicio_público,gas_tanque,23321.71,183,3,002,0000140,D,FALSE
0100110601,1,100_mil,4,3,4,3,Si,Si,Si,0,0,2,1,0,1,1,Si,7,4,servicio_público,gas_tanque,59608.04,147,3,002,0000150,C,FALSE
0100110602,1,100_mil,3,1,11,3,Si,Si,Si,1,1,1,1,2,1,1,Si,0,9,servicio_público,gas_tanque,85096.28,147,3,002,0000150,AB,FALSE
0100110603,1,100_mil,5,3,6,3,Si,Si,Si,0,0,1,2,0,3,1,Si,0,25,servicio_público,gas_tanque,40057.33,147,3,002,0000150,C,FALSE
0100110604,1,100_mil,2,2,4,3,No,Si,No,1,0,1,0,2,2,1,Si,0,9,servicio_público,gas_tanque,41773.72,147,3,002,0000150,C,FALSE
0100110605,1,100_mil,1,1,10,3,Si,Si,No,0,0,1,1,2,0,1,No,0,4,servicio_público,gas_tanque,20471.06,147,3,002,0000150,D,FALSE
0100110606,1,100_mil,1,1,10,3,Si,No,Si,0,0,1,0,0,2,1,Si,0,35,servicio_público,gas_tubo,63245.89,147,3,002,0000150,AB,FALSE
0100141001,1,100_mil,2,0,6,2,Si,Si,No,1,0,1,0,3,0,1,Si,2,6,servicio_público,gas_tanque,31511.31,167,3,002,0000160,C,FALSE
0100141002,1,100_mil,6,4,4,3,Si,No,No,0,0,1,0,1,0,1,No,3,2,servicio_público,gas_tanque,55144.51,167,3,002,0000160,C,FALSE
0100141003,1,100_mil,1,1,8,3,No,No,No,0,0,1,0,0,1,0,Si,1,3,servicio_público,gas_tanque,22922.39,167,3,002,0000160,D,FALSE
0100141004,1,100_mil,2,2,3,3,Si,Si,No,0,0,1,0,1,1,1,No,0,8,servicio_público,gas_tanque,57983.21,167,3,002,0000160,C,FALSE
0100141006,1,100_mil,3,1,4,3,Si,No,No,0,0,1,0,0,3,1,Si,2,6,servicio_público,gas_tanque,60845.72,167,3,002,0000160,AB,FALSE
0100146201,1,100_mil,5,5,11,3,No,No,No,1,1,1,0,2,0,0,Si,0,15,servicio_público,gas_tanque,80610.21,149,3,002,0000170,AB,FALSE
0100146202,1,100_mil,3,1,8,3,Si,Si,Si,0,1,1,0,0,2,1,Si,0,10,servicio_público,gas_tanque,38383.52,149,3,002,0000170,C,FALSE
0100146204,1,100_mil,1,1,10,3,Si,No,Si,0,0,1,1,0,0,0,No,2,6,servicio_público,gas_tanque,26850.81,149,3,002,0000170,D,FALSE
0100146204,2,100_mil,1,1,10,3,Si,No,Si,0,0,0,1,0,0,0,No,2,6,servicio_público,gas_tanque,29611.19,149,3,002,0000170,D,FALSE
0100146204,3,100_mil,1,1,10,3,Si,No,Si,0,0,0,1,0,0,0,No,2,6,servicio_público,gas_tanque,47133.78,149,3,002,0000170,C,FALSE
0100146204,4,100_mil,1,1,10,3,Si,No,Si,1,0,0,1,0,0,0,No,2,6,servicio_público,gas_tanque,78066.28,149,3,002,0000170,AB,FALSE
0100146205,1,100_mil,2,0,3,3,No,Si,Si,1,0,1,1,2,1,0,Si,0,10,servicio_público,gas_tanque,62420.78,149,3,002,0000170,AB,FALSE
0100146206,1,100_mil,2,1,9,3,Si,No,Si,0,0,1,0,2,0,0,Si,0,20,servicio_público,gas_tanque,35655.01,149,3,002,0000170,C,FALSE
0100159301,1,100_mil,5,4,4,3,Si,Si,Si,3,1,1,1,2,3,1,Si,3,10,servicio_público,gas_tanque,64294.43,208,3,002,0000180,AB,FALSE
0100159302,1,100_mil,2,1,6,3,Si,No,No,0,0,0,0,2,1,1,Si,8,2,servicio_público,gas_tanque,45551.92,208,3,002,0000180,C,FALSE
0100159303,1,100_mil,1,1,10,3,Si,Si,No,0,0,1,0,1,1,1,No,0,8,servicio_público,gas_tanque,36531.94,208,3,002,0000180,C,FALSE
0100159304,1,100_mil,5,4,10,3,Si,No,Si,0,0,1,1,0,1,1,Si,0,6,servicio_público,gas_tanque,107143.22,208,3,002,0000180,AB,FALSE
0100159305,1,100_mil,3,1,9,3,Si,Si,Si,0,1,1,1,1,1,1,Si,0,9,servicio_público,gas_tanque,99171.88,208,3,002,0000180,AB,FALSE
0100177801,1,100_mil,5,1,4,2,Si,No,Si,1,0,1,1,3,2,1,Si,0,8,servicio_público,gas_tanque,63086.36,178,3,002,0000190,AB,FALSE
0100177802,1,100_mil,4,3,4,2,Si,No,No,2,0,1,0,1,0,0,No,2,4,servicio_público,gas_tanque,104171.27,178,3,002,0000190,AB,FALSE
0100177803,1,100_mil,1,1,3,3,Si,No,No,0,0,1,0,0,2,0,No,0,8,servicio_público,gas_tubo,35814.09,178,3,002,0000190,C,FALSE
0100177804,1,100_mil,4,2,5,3,Si,No,No,0,0,1,0,0,2,0,No,0,5,servicio_público,gas_tanque,33923.76,178,3,002,0000190,C,FALSE
0100177805,1,100_mil,7,1,3,2,Si,No,Si,1,0,1,0,0,1,1,Si,0,8,servicio_público,gas_tubo,38196.15,178,3,002,0000190,C,FALSE
0100177806,1,100_mil,1,0,3,3,Si,No,No,0,0,1,0,1,0,0,Si,0,10,servicio_público,gas_tanque,16447.94,178,3,002,0000190,D,FALSE
0100179401,1,100_mil,1,0,8,3,Si,No,No,0,0,0,0,0,1,0,No,0,4,servicio_público,gas_tubo,8374.58,192,3,002,0000200,E,FALSE
0100179402,1,100_mil,4,2,6,3,No,Si,Si,1,1,1,2,0,2,1,No,1,13,servicio_público,gas_tanque,80464.63,192,3,002,0000200,AB,FALSE
0100179403,1,100_mil,3,1,4,3,Si,Si,Si,1,0,0,1,0,2,1,No,0,6,servicio_público,gas_tanque,21717.38,192,3,002,0000200,D,FALSE
0100179404,1,100_mil,1,1,3,3,Si,No,No,0,0,0,0,1,0,1,No,0,5,servicio_público,gas_tanque,19744.45,192,3,002,0000200,D,FALSE
0100179405,1,100_mil,4,2,8,3,Si,No,No,0,0,1,1,1,1,1,No,6,2,servicio_público,gas_tanque,25967.51,192,3,002,0000200,D,FALSE
0100179406,1,100_mil,6,2,5,3,Si,No,No,0,0,1,0,0,1,0,No,4,0,servicio_público,gas_tanque,19516.28,192,3,002,0000200,D,FALSE
0100189701,1,100_mil,3,3,10,3,Si,Si,Si,0,0,1,2,1,2,1,Si,0,6,servicio_público,gas_tanque,51619.88,181,3,002,0000210,C,FALSE
0100189702,1,100_mil,1,1,7,3,No,Si,No,0,0,1,0,1,1,1,Si,1,6,servicio_público,gas_tanque,24527.34,181,3,002,0000210,D,FALSE
0100189703,1,100_mil,2,0,3,3,No,No,No,0,0,0,0,0,1,0,No,4,3,servicio_público,gas_tanque,21855.29,181,3,002,0000210,D,FALSE
0100189704,1,100_mil,1,1,6,2,Si,Si,No,1,0,0,0,1,0,0,No,0,5,servicio_público,gas_tanque,15477.04,181,3,002,0000210,D,FALSE
0100190901,1,100_mil,4,1,10,3,Si,Si,Si,1,0,1,1,0,2,1,No,0,8,servicio_público,gas_tanque,51427.18,217,4,003,0000220,C,FALSE
0100190902,1,100_mil,2,0,10,3,Si,Si,Si,2,0,1,1,0,2,1,Si,0,11,servicio_público,gas_tanque,32020.68,217,4,003,0000220,C,FALSE
0100190903,1,100_mil,6,3,4,3,Si,Si,Si,0,0,3,3,0,7,1,Si,0,30,servicio_público,gas_tanque,275434.26,217,4,003,0000220,AB,FALSE
0100190904,1,100_mil,1,0,4,3,Si,No,Si,0,0,1,0,1,1,1,Si,0,24,servicio_público,gas_tanque,60460.02,217,4,003,0000220,AB,FALSE
0100190905,1,100_mil,2,1,8,3,Si,Si,No,0,0,1,0,0,1,0,Si,1,7,servicio_público,gas_tanque,34918.36,217,4,003,0000220,C,FALSE
0100192501,1,100_mil,2,1,10,3,Si,Si,Si,0,1,1,1,0,2,1,Si,0,16,servicio_público,gas_tanque,146388.63,175,3,002,0000230,AB,FALSE
0100192502,1,100_mil,1,0,3,3,No,Si,No,0,0,1,0,0,1,1,Si,0,4,servicio_público,gas_tanque,20579.16,175,3,002,0000230,D,FALSE
0100192503,1,100_mil,2,1,6,3,No,No,No,0,0,1,0,1,0,1,No,0,4,servicio_público,gas_tanque,31316.09,175,3,002,0000230,C,FALSE
0100192504,1,100_mil,4,2,3,3,No,No,No,0,0,1,0,1,1,0,No,0,6,servicio_público,gas_tanque,49789.3,175,3,002,0000230,C,FALSE
0100192505,1,100_mil,1,1,4,3,Si,Si,No,0,0,1,0,0,1,1,No,0,6,servicio_público,gas_tanque,20953.76,175,3,002,0000230,D,FALSE
0100192506,1,100_mil,3,2,6,3,Si,Si,Si,0,0,1,0,1,1,1,Si,0,9,servicio_público,gas_tanque,49024.76,175,3,002,0000230,C,FALSE
0100194601,1,100_mil,1,1,10,3,Si,Si,Si,1,0,1,1,1,2,1,Si,0,10,servicio_público,gas_tanque,47593.9,177,3,002,0000240,C,FALSE
0100194602,1,100_mil,2,1,6,3,Si,Si,Si,1,1,1,1,0,3,1,Si,0,15,servicio_público,gas_tubo,96393.43,177,3,002,0000240,AB,FALSE
0100194603,1,100_mil,1,1,10,3,Si,No,Si,0,0,1,1,0,1,1,Si,0,9,servicio_público,gas_tanque,36298.91,177,3,002,0000240,C,FALSE
0100194604,1,100_mil,3,0,3,3,No,Si,No,0,0,2,0,3,1,0,Si,5,4,servicio_público,gas_tanque,71489.22,177,3,002,0000240,AB,FALSE
0100194605,1,100_mil,6,5,8,3,Si,No,No,0,0,1,0,1,0,1,Si,7,0,servicio_público,gas_tanque,33431.5,177,3,002,0000240,C,FALSE
0100194606,1,100_mil,1,1,4,3,Si,No,Si,1,0,1,0,1,1,1,No,0,6,servicio_público,gas_tanque,7704.89,177,3,002,0000240,E,FALSE
0100198001,1,100_mil,4,1,6,3,Si,No,Si,1,0,1,0,2,2,1,Si,0,8,servicio_público,gas_tanque,64474.25,171,3,002,0000250,AB,FALSE
0100198002,1,100_mil,5,1,8,3,Si,Si,No,3,0,1,0,0,3,1,No,4,6,servicio_público,gas_tanque,45111.79,171,3,002,0000250,C,FALSE
0100198003,1,100_mil,5,5,10,3,Si,Si,No,1,0,1,0,2,0,1,Si,0,8,servicio_público,gas_tanque,88973.53,171,3,002,0000250,AB,FALSE
0100198004,1,100_mil,2,0,4,3,No,No,No,1,0,1,0,1,1,1,Si,0,6,servicio_público,gas_tanque,18088.61,171,3,002,0000250,D,FALSE
0100198005,1,100_mil,2,1,4,3,Si,No,No,1,0,1,0,0,1,1,No,2,2,servicio_público,gas_tanque,12020.86,171,3,002,0000250,E,FALSE
0100198006,1,100_mil,2,2,7,3,Si,Si,No,0,0,0,1,0,1,1,No,5,3,servicio_público,gas_tanque,20543.47,171,3,002,0000250,D,FALSE
0100208201,1,100_mil,3,3,6,3,Si,No,No,0,0,1,0,1,2,1,No,5,0,servicio_público,gas_tanque,46473.07,146,3,002,0000260,C,FALSE
0100208202,1,100_mil,4,2,11,3,Si,Si,Si,1,0,1,1,0,3,1,Si,0,18,servicio_público,gas_tanque,92782.55,146,3,002,0000260,AB,FALSE
0100208203,1,100_mil,1,1,11,3,Si,No,No,4,0,0,0,1,0,0,No,0,9,servicio_público,gas_tubo,194586.81,146,3,002,0000260,AB,FALSE
0100208204,1,100_mil,3,1,6,3,No,No,No,1,0,1,0,2,0,0,Si,0,6,servicio_público,gas_tanque,25464.29,146,3,002,0000260,D,FALSE
0100208206,1,100_mil,3,1,10,3,Si,Si,Si,2,0,1,1,2,1,1,Si,0,10,servicio_público,gas_tanque,52018.02,146,3,002,0000260,C,FALSE
0100252301,1,100_mil,2,1,6,3,Si,Si,No,1,1,1,0,0,1,1,No,0,7,servicio_público,gas_tanque,59187.9,175,3,002,0000270,C,FALSE
0100252301,2,100_mil,2,2,10,3,Si,No,Si,1,0,0,1,1,0,0,Si,0,7,servicio_público,gas_tanque,54091.49,175,3,002,0000270,C,FALSE
0100252303,1,100_mil,3,2,4,3,Si,No,No,0,0,1,0,0,0,0,No,0,6,servicio_público,gas_tanque,14360.89,175,3,002,0000270,E,FALSE
0100252304,1,100_mil,5,4,10,3,Si,Si,Si,2,0,0,1,0,2,1,Si,0,14,servicio_público,gas_tanque,157925.95,175,3,002,0000270,AB,FALSE
0100252305,1,100_mil,2,0,6,3,Si,No,Si,0,0,1,1,0,2,1,Si,0,11,servicio_público,gas_tanque,29389.9,175,3,002,0000270,D,FALSE
0100252306,1,100_mil,3,1,3,3,No,Si,No,0,0,1,0,0,1,0,Si,0,6,servicio_público,gas_tanque,23561.86,175,3,002,0000270,D,FALSE
0100260801,1,100_mil,5,2,10,3,Si,Si,Si,2,0,1,2,2,3,1,Si,0,12,servicio_público,gas_tanque,93752.48,166,3,002,0000280,AB,FALSE
0100260802,1,100_mil,1,1,8,3,Si,No,No,0,0,1,0,2,0,1,No,0,6,servicio_público,gas_tanque,20277.04,166,3,002,0000280,D,FALSE
0100260803,1,100_mil,5,4,9,3,Si,Si,Si,0,0,1,2,1,3,1,Si,0,7,servicio_público,gas_tanque,112661.8,166,3,002,0000280,AB,FALSE
0100260804,1,100_mil,5,3,4,3,Si,Si,Si,0,0,1,0,2,0,0,Si,0,6,servicio_público,gas_tanque,37032.75,166,3,002,0000280,C,FALSE
0100260805,1,100_mil,4,3,5,3,Si,No,Si,0,0,1,1,1,1,1,Si,0,7,servicio_público,gas_tanque,97743.18,166,3,002,0000280,AB,FALSE
0100260806,1,100_mil,4,1,4,3,Si,No,Si,1,0,0,0,2,1,0,No,0,8,servicio_público,gas_tanque,19918.01,166,3,002,0000280,D,FALSE
0100277401,1,100_mil,4,2,6,2,Si,Si,Si,0,0,1,0,3,0,0,Si,3,0,servicio_público,gas_tanque,95857.65,167,3,002,0000290,AB,FALSE
0100277402,1,100_mil,3,2,6,2,Si,Si,No,1,0,0,1,1,0,0,Si,4,4,servicio_público,gas_tanque,86647.43,167,3,002,0000290,AB,FALSE
0100277402,2,100_mil,4,1,11,2,Si,Si,Si,0,0,1,1,1,0,1,Si,4,4,servicio_público,gas_tanque,63928.35,167,3,002,0000290,AB,FALSE
0100277403,1,100_mil,4,2,10,3,Si,Si,Si,1,0,1,0,1,2,1,Si,0,15,servicio_público,gas_tanque,62882.5,167,3,002,0000290,AB,FALSE
0100277404,1,100_mil,3,3,8,3,Si,Si,Si,0,0,1,0,4,0,1,Si,2,5,servicio_público,gas_tanque,43587.64,167,3,002,0000290,C,FALSE
0100277405,1,100_mil,5,4,4,3,Si,Si,Si,0,1,1,2,0,2,1,Si,2,7,servicio_público,gas_tanque,58970.09,167,3,002,0000290,C,FALSE
0100277406,1,100_mil,3,1,4,3,Si,No,No,0,0,1,1,1,1,0,Si,0,8,servicio_público,gas_tanque,31911.79,167,3,002,0000290,C,FALSE
0100282701,1,100_mil,3,2,6,3,Si,No,Si,1,0,0,1,0,1,0,Si,2,5,servicio_público,gas_tanque,29193.41,178,3,002,0000300,D,FALSE
0100282702,1,100_mil,1,1,8,3,Si,Si,No,0,1,1,0,0,3,0,Si,2,5,servicio_público,gas_tanque,31075.09,178,3,002,0000300,C,FALSE
0100282703,1,100_mil,3,1,6,3,Si,Si,Si,2,1,1,1,0,3,1,Si,0,10,servicio_público,gas_tanque,50171.37,178,3,002,0000300,C,FALSE
0100282704,1,100_mil,1,0,6,3,No,Si,No,0,0,1,0,0,1,1,Si,13,1,servicio_público,gas_tanque,68515.57,178,3,002,0000300,AB,FALSE
0100282705,1,100_mil,1,0,4,3,No,No,Si,0,0,1,0,0,1,0,Si,0,6,servicio_público,gas_tanque,33681.54,178,3,002,0000300,C,FALSE
0100282706,1,100_mil,3,1,10,3,Si,Si,Si,0,1,1,3,0,4,1,Si,33,0,servicio_público,gas_tanque,128916.36,178,3,002,0000300,AB,FALSE
