folioviv,foliohog,tam_loc,tot_integ,ocupados,educa_jefe,mat_pisos,celular,tv_paga,conex_inte,num_auto,num_tosta,num_lavad,num_compu,num_tva,num_tvd,num_micro,telefono,focos_inca,focos_ahor,drenaje,combustible,ing_cor,factor,est_socio,est_dis,upm,nse,piso_tierra
1701171002,1,100_mil,5,2,6,2,Si,No,Si,1,0,1,0,1,0,0,No,0,5,servicio_público,gas_tanque,51509.23,295,2,262,0042770,C,FALSE
1701171003,1,100_mil,1,0,4,2,No,No,No,0,0,1,0,0,1,0,No,0,2,servicio_público,gas_tanque,6507.78,295,2,262,0042770,E,FALSE
1701171004,1,100_mil,3,2,4,3,Si,Si,Si,1,0,1,1,1,1,0,Si,20,0,servicio_público,gas_tanque,49746.18,295,2,262,0042770,C,FALSE
1701171005,1,100_mil,1,0,1,2,Si,No,No,0,0,0,0,0,1,0,No,4,0,servicio_público,gas_tanque,6855.33,295,2,262,0042770,E,FALSE
1701171006,1,100_mil,4,2,8,3,Si,No,No,1,0,1,0,0,1,1,No,0,3,servicio_público,gas_tanque,18997.8,295,2,262,0042770,D,FALSE
1701182501,1,100_mil,7,6,6,3,Si,No,Si,1,0,1,1,1,1,1,Si,0,7,servicio_público,gas_tanque,47218.03,335,3,263,0042780,C,FALSE
1701182502,1,100_mil,5,2,9,3,Si,No,Si,1,0,1,1,1,1,1,No,0,10,servicio_público,gas_tanque,45365.63,335,3,263,0042780,C,FALSE
1701182503,1,100_mil,3,1,6,3,Si,No,Si,1,0,1,1,2,1,1,Si,0,8,servicio_público,gas_tanque,51399.7,335,3,263,0042780,C,FALSE
1701182504,1,100_mil,2,0,10,3,Si,Si,Si,0,0,0,0,1,0,0,Si,0,5,fosa_séptica,gas_tanque,13081.32,335,3,263,0042780,E,FALSE
1701182505,1,100_mil,1,0,4,3,No,Si,No,0,0,1,0,1,0,1,Si,2,7,fosa_séptica,gas_tanque,11819.11,335,3,263,0042780,E,FALSE
1701182506,1,100_mil,2,2,4,2,Si,No,Si,0,0,1,0,1,0,0,No,0,3,barranca_río,gas_tanque,33895.93,335,3,263,0042780,C,FALSE
1701188701,1,100_mil,3,1,8,3,Si,No,No,1,0,1,0,0,2,0,No,0,5,servicio_público,gas_tanque,44754.08,367,3,263,0042790,C,FALSE
1701188702,1,100_mil,3,2,6,3,Si,No,Si,1,0,1,0,0,1,1,Si,0,9,servicio_público,gas_tanque,53114.74,367,3,263,0042790,C,FALSE
1701188703,1,100_mil,3,1,10,3,Si,Si,Si,2,1,1,0,1,1,1,Si,0,8,servicio_público,gas_tanque,122064.02,367,3,263,0042790,AB,FALSE
1701188704,1,100_mil,7,4,1,2,Si,No,No,0,0,0,0,0,1,0,No,0,5,servicio_público,gas_tanque,39777.01,367,3,263,0042790,C,FALSE
1701188705,1,100_mil,1,1,6,2,Si,No,No,0,0,0,0,1,0,0,No,0,4,servicio_público,gas_tanque,15786.88,367,3,263,0042790,D,FALSE
1701191901,1,100_mil,6,4,6,2,Si,Si,Si,1,0,1,0,0,1,0,No,0,4,servicio_público,gas_tanque,45357.03,283,2,262,0042800,C,FALSE
1701191903,1,100_mil,1,1,3,2,No,No,No,0,0,0,0,0,1,0,No,0,2,servicio_público,otro,11945.91,283,2,262,0042800,E,FALSE
1701191904,1,100_mil,3,2,7,3,No,No,Si,1,0,1,1,0,1,0,Si,0,6,servicio_público,gas_tanque,71594.44,283,2,262,0042800,AB,FALSE
1701191905,1,100_mil,2,1,4,2,Si,No,Si,0,0,0,2,0,0,0,No,0,3,fosa_séptica,gas_tanque,8804.34,283,2,262,0042800,E,FALSE
1701191906,1,100_mil,2,1,6,3,Si,No,No,0,0,0,0,2,0,0,No,0,5,servicio_público,gas_tanque,20415.11,283,2,262,0042800,D,FALSE
1701205401,1,100_mil,6,3,8,2,Si,Si,Si,0,0,1,0,2,1,0,Si,0,10,servicio_público,gas_tanque,51565.34,383,3,263,0042810,C,FALSE
1701205402,1,100_mil,2,1,3,2,No,No,No,0,0,0,0,1,0,0,No,3,0,servicio_público,gas_tanque,18729.67,383,3,263,0042810,D,FALSE
1701205404,1,100_mil,1,1,6,3,Si,Si,No,0,1,1,0,2,1,1,Si,2,9,servicio_público,gas_tanque,48793.99,383,3,263,0042810,C,FALSE
1701205405,1,100_mil,2,1,4,2,Si,No,No,0,0,1,0,1,0,0,Si,0,3,servicio_público,gas_tanque,26475.69,383,3,263,0042810,D,FALSE
1701205406,1,100_mil,2,0,4,3,Si,Si,No,0,0,1,0,0,1,0,Si,0,10,servicio_público,gas_tanque,31546.74,383,3,263,0042810,C,FALSE
1701215301,1,100_mil,2,2,10,2,Si,Si,Si,0,0,0,1,0,1,0,No,5,0,fosa_séptica,gas_tanque,50038.02,395,3,263,0042820,C,FALSE
1701215302,1,100_mil,1,0,8,3,Si,No,Si,0,0,1,1,0,1,0,Si,6,3,servicio_público,gas_tanque,31655.22,395,3,263,0042820,C,FALSE
1701215302,3,100_mil,2,1,10,3,Si,Si,Si,0,0,0,1,0,1,0,No,6,3,servicio_público,gas_tanque,10248.67,395,3,263,0042820,E,FALSE
1701215303,1,100_mil,2,2,1,2,Si,No,No,0,1,1,0,1,1,0,Si,0,6,servicio_público,gas_tanque,28828.34,395,3,263,0042820,D,FALSE
1701215304,1,100_mil,3,2,10,3,Si,No,No,1,0,1,1,1,0,1,No,0,8,servicio_público,gas_tanque,65941.53,395,3,263,0042820,AB,FALSE
1701215305,1,100_mil,6,3,7,2,Si,No,No,1,0,0,0,1,3,0,No,0,8,servicio_público,gas_tanque,43049.67,395,3,263,0042820,C,FALSE
1701215306,1,100_mil,2,2,8,3,Si,No,No,0,0,0,0,0,0,0,No,0,3,servicio_público,gas_tanque,39161.76,395,3,263,0042820,C,FALSE
1701219801,1,100_mil,2,1,8,2,Si,No,No,0,0,0,0,1,0,0,No,0,3,servicio_público,gas_tanque,11653.26,356,2,262,0042830,E,FALSE
1701219803,1,100_mil,4,3,11,2,Si,Si,Si,2,0,1,1,0,3,1,Si,0,6,servicio_público,gas_tanque,230700.6,356,2,262,0042830,AB,FALSE
1701219805,1,100_mil,3,1,10,3,Si,Si,Si,1,0,1,1,1,0,1,Si,1,6,servicio_público,gas_tanque,52868.85,356,2,262,0042830,C,FALSE
1701219806,1,100_mil,2,2,6,2,Si,Si,Si,0,0,1,1,1,1,0,Si,0,5,fosa_séptica,gas_tanque,42196.68,356,2,262,0042830,C,FALSE
1701221202,1,100_mil,6,3,6,3,Si,Si,Si,0,0,1,1,2,1,1,Si,0,10,servicio_público,gas_tanque,101297.11,380,3,263,0042840,AB,FALSE
1701221203,1,100_mil,3,1,6,2,Si,No,Si,1,0,1,1,0,1,1,Si,0,5,servicio_público,gas_tanque,10647.97,380,3,263,0042840,E,FALSE
1701221204,1,100_mil,4,4,4,3,Si,Si,Si,0,0,1,2,1,1,1,No,3,8,servicio_público,gas_tanque,51491.32,380,3,263,0042840,C,FALSE
1701221205,1,100_mil,1,1,10,3,Si,Si,Si,0,1,0,1,0,1,1,No,0,5,servicio_público,gas_tanque,38275.2,380,3,263,0042840,C,FALSE
1701254601,1,100_mil,5,2,5,2,Si,Si,No,0,0,0,0,1,0,0,No,0,5,barranca_río,gas_tanque,37173.98,417,2,262,0042850,C,FALSE
1701254602,1,100_mil,5,2,1,2,Si,No,No,0,0,0,0,0,1,0,No,0,4,servicio_público,leña_carbón,37936.09,417,2,262,0042850,C,FALSE
1701254603,1,100_mil,4,4,3,2,Si,Si,Si,0,0,1,0,0,1,0,No,0,8,barranca_río,gas_tanque,45374.84,417,2,262,0042850,C,FALSE
1701254604,1,100_mil,5,3,6,2,Si,Si,Si,0,0,1,1,0,1,1,Si,0,10,barranca_río,gas_tanque,64390.99,417,2,262,0042850,AB,FALSE
1701254605,1,100_mil,4,2,6,2,Si,No,No,0,0,0,0,1,0,0,No,0,7,servicio_público,gas_tanque,20482.11,417,2,262,0042850,D,FALSE
1701254606,1,100_mil,7,6,7,2,Si,Si,Si,0,0,1,0,1,2,1,Si,8,0,barranca_río,gas_tanque,30195.81,417,2,262,0042850,C,FALSE
1701269001,1,100_mil,5,3,8,3,Si,Si,No,0,1,1,1,3,0,1,No,0,18,servicio_público,gas_tanque,64665.03,337,2,262,0042860,AB,FALSE
1701269002,1,100_mil,2,0,3,3,Si,No,No,0,0,0,0,1,1,0,No,0,9,fosa_séptica,gas_tanque,20580.27,337,2,262,0042860,D,FALSE
1701269003,1,100_mil,2,0,4,2,No,No,No,1,0,0,0,0,1,1,No,0,9,servicio_público,gas_tanque,8757,337,2,262,0042860,E,FALSE
1701269004,1,100_mil,4,2,8,2,Si,Si,No,0,0,1,0,1,1,0,No,4,3,fosa_séptica,gas_tanque,25778.74,337,2,262,0042860,D,FALSE
1701269005,1,100_mil,4,3,3,3,No,Si,No,1,0,1,1,0,2,1,Si,0,14,fosa_séptica,gas_tanque,18387.96,337,2,262,0042860,D,FALSE
1701269006,1,100_mil,6,2,4,2,Si,No,Si,1,0,1,1,1,1,0,Si,0,4,servicio_público,gas_tanque,18725.53,337,2,262,0042860,D,FALSE
1701300501,1,100_mil,3,2,10,3,Si,Si,Si,1,1,1,1,1,1,1,Si,2,6,servicio_público,gas_tanque,82533.97,325,2,262,0042870,AB,FALSE
1701300502,1,100_mil,4,2,10,3,Si,Si,No,1,0,1,1,0,2,1,No,0,9,servicio_público,gas_tanque,71685.66,325,2,262,0042870,AB,FALSE
1701300503,1,100_mil,3,1,10,3,Si,Si,Si,2,0,1,2,0,2,1,Si,0,15,servicio_público,gas_tanque,121244.36,325,2,262,0042870,AB,FALSE
1701300504,1,100_mil,2,2,8,2,Si,Si,No,0,0,1,0,1,1,1,No,2,2,servicio_público,gas_tanque,23800.74,325,2,262,0042870,D,FALSE
1701300506,1,100_mil,2,2,4,2,Si,Si,Si,0,1,1,0,1,1,1,Si,0,10,fosa_séptica,gas_tanque,24863.35,325,2,262,0042870,D,FALSE
1701317701,1,100_mil,2,0,4,2,Si,Si,Si,0,0,1,0,2,0,0,No,0,5,servicio_público,gas_tanque,18867.01,445,4,264,0042880,D,FALSE
1701317702,1,100_mil,3,1,11,3,Si,Si,Si,1,1,1,0,0,2,1,Si,0,15,servicio_público,gas_tanque,99995.75,445,4,264,0042880,AB,FALSE
1701317703,1,100_mil,7,4,6,2,Si,Si,Si,2,0,1,1,1,1,1,No,0,7,servicio_público,gas_tanque,111287.09,445,4,264,0042880,AB,FALSE
1701317704,1,100_mil,3,2,11,3,Si,Si,Si,0,0,1,1,1,1,0,Si,0,10,fosa_séptica,gas_tanque,78016.54,445,4,264,0042880,AB,FALSE
1701317705,1,100_mil,2,0,3,3,Si,Si,No,0,0,1,0,3,2,1,Si,0,20,servicio_público,gas_tanque,23511.53,445,4,264,0042880,D,FALSE
1701334901,1,100_mil,4,2,10,3,Si,Si,Si,2,0,1,1,0,3,1,Si,0,27,fosa_séptica,gas_tanque,123653.71,292,2,262,0042890,AB,FALSE
1701334902,1,100_mil,2,1,6,2,No,No,No,0,0,0,0,1,1,0,Si,0,3,fosa_séptica,gas_tanque,10838,292,2,262,0042890,E,FALSE
1701334904,1,100_mil,4,1,4,2,Si,No,No,0,0,1,0,1,0,0,No,2,3,fosa_séptica,gas_tanque,22212.42,292,2,262,0042890,D,FALSE
1701334905,1,100_mil,5,1,6,2,Si,No,No,0,0,0,0,0,0,0,No,3,0,servicio_público,gas_tanque,22012.42,292,2,262,0042890,D,FALSE
1701334906,1,100_mil,2,1,10,3,Si,Si,Si,2,0,1,2,1,1,1,Si,0,9,fosa_séptica,gas_tanque,125477.71,292,2,262,0042890,AB,FALSE
1701339401,1,100_mil,7,2,6,2,Si,Si,No,0,0,0,0,2,0,1,Si,3,2,servicio_público,gas_tanque,42520.09,324,2,262,0042900,C,FALSE
1701339402,1,100_mil,2,1,6,2,Si,No,No,0,0,1,0,1,0,0,No,4,2,fosa_séptica,gas_tanque,22132.35,324,2,262,0042900,D,FALSE
1701339403,1,100_mil,2,1,5,2,Si,No,No,0,0,0,0,1,0,0,No,0,2,fosa_séptica,gas_tanque,20161.63,324,2,262,0042900,D,FALSE
1701339404,1,100_mil,2,1,3,2,Si,No,No,0,0,0,0,0,1,0,Si,0,5,fosa_séptica,gas_tanque,13957.56,324,2,262,0042900,E,FALSE
1701339405,1,100_mil,4,1,6,2,No,No,No,0,0,0,0,0,1,0,No,3,0,fosa_séptica,gas_tanque,15800.48,324,2,262,0042900,D,FALSE
1701339406,1,100_mil,5,2,6,2,Si,No,No,0,0,1,0,0,1,0,No,2,1,fosa_séptica,gas_tanque,55378.33,324,2,262,0042900,C,FALSE
1701356301,1,100_mil,6,1,3,2,No,No,No,0,0,0,0,1,0,0,No,4,0,servicio_público,gas_tanque,18751.04,319,3,263,0042910,D,FALSE
1701356302,1,100_mil,2,1,9,2,Si,No,Si,0,0,1,1,1,2,0,Si,0,14,servicio_público,gas_tanque,62662.95,319,3,263,0042910,AB,FALSE
1701356304,1,100_mil,1,1,6,2,No,Si,No,0,0,1,0,2,0,1,Si,4,4,servicio_público,gas_tanque,14258.99,319,3,263,0042910,E,FALSE
1701356306,1,100_mil,1,0,4,3,Si,No,No,0,0,1,0,0,1,0,No,0,8,servicio_público,gas_tanque,9580.01,319,3,263,0042910,E,FALSE
1701360801,1,100_mil,4,1,5,2,Si,No,No,0,1,0,0,0,1,1,No,0,7,servicio_público,gas_tanque,14532.78,332,3,263,0042920,E,FALSE
1701360802,1,100_mil,5,3,8,2,Si,No,No,0,0,0,0,0,2,0,No,0,5,servicio_público,gas_tanque,24609.82,332,3,263,0042920,D,FALSE
1701360803,1,100_mil,4,3,7,2,Si,No,No,0,1,0,1,0,0,0,No,0,7,servicio_público,gas_tanque,47213.08,332,3,263,0042920,C,FALSE
1701360805,1,100_mil,1,1,4,3,Si,No,Si,0,0,0,0,1,0,0,Si,5,1,servicio_público,gas_tubo,5360.64,332,3,263,0042920,E,FALSE
1701360806,1,100_mil,3,2,6,2,Si,Si,No,0,0,0,0,1,0,0,No,0,8,servicio_público,gas_tanque,34465.56,332,3,263,0042920,C,FALSE
1701362201,1,100_mil,3,2,6,2,Si,No,No,0,0,0,0,1,0,0,No,1,4,servicio_público,gas_tanque,32449.1,306,3,263,0042930,C,FALSE
1701362202,1,100_mil,6,2,4,2,Si,Si,No,0,0,1,0,1,1,0,No,0,6,servicio_público,gas_tanque,69811.02,306,3,263,0042930,AB,FALSE
1701362203,1,100_mil,4,3,3,3,Si,No,No,0,1,0,0,0,1,1,No,0,5,servicio_público,gas_tanque,79622.35,306,3,263,0042930,AB,FALSE
1701362205,1,100_mil,5,1,8,3,Si,Si,No,0,0,1,0,1,1,1,No,0,6,servicio_público,gas_tanque,28342.53,306,3,263,0042930,D,FALSE
1701362206,1,100_mil,1,0,1,3,No,No,No,0,0,1,0,0,0,0,Si,5,1,servicio_público,gas_tanque,13750.61,306,3,263,0042930,E,FALSE
1701394601,1,100_mil,1,1,6,2,Si,No,No,0,0,0,0,1,0,0,No,2,2,servicio_público,gas_tanque,22350.31,316,2,262,0042940,D,FALSE
1701394602,1,100_mil,3,1,6,1,Si,No,Si,0,0,1,0,1,1,1,No,0,6,fosa_séptica,gas_tanque,15738.82,316,2,262,0042940,D,TRUE
1701394603,1,100_mil,2,2,3,2,No,No,No,0,0,1,0,1,1,0,No,1,4,servicio_público,gas_tanque,24185.97,316,2,262,0042940,D,FALSE
1701394604,1,100_mil,5,1,6,3,Si,Si,No,0,0,1,0,1,0,1,No,2,8,servicio_público,gas_tanque,21380.2,316,2,262,0042940,D,FALSE
1701394606,1,100_mil,5,2,4,2,Si,No,No,0,0,0,0,1,1,0,No,0,3,servicio_público,gas_tanque,19372,316,2,262,0042940,D,FALSE
1701402001,1,100_mil,4,3,10,3,Si,Si,Si,1,0,1,1,1,1,1,Si,0,10,servicio_público,gas_tanque,35636.05,396,3,263,0042950,C,FALSE
1701402002,1,100_mil,2,1,11,2,Si,Si,Si,0,0,1,1,2,0,1,No,0,11,servicio_público,gas_tanque,39401.81,396,3,263,0042950,C,FALSE
1701402003,1,100_mil,7,4,10,3,Si,Si,Si,1,1,1,1,2,2,1,Si,0,16,servicio_público,gas_tanque,77711.71,396,3,263,0042950,AB,FALSE
1701402004,1,100_mil,4,2,6,2,Si,No,No,0,0,0,0,0,1,0,No,0,8,servicio_público,gas_tanque,30869.22,396,3,263,0042950,C,FALSE
1701402005,1,100_mil,1,1,6,2,Si,No,No,0,0,0,0,0,0,0,No,0,4,servicio_público,gas_tanque,18676.49,396,3,263,0042950,D,FALSE
1701405501,1,100_mil,5,1,6,2,Si,No,No,0,0,1,0,1,0,1,No,0,7,servicio_público,gas_tanque,23777.48,345,2,262,0042960,D,FALSE
1701405502,1,100_mil,2,1,6,2,Si,No,No,0,0,0,0,1,0,0,No,0,4,servicio_público,gas_tanque,12326.08,345,2,262,0042960,E,FALSE
1701405503,1,100_mil,2,0,8,2,Si,No,No,0,0,0,0,0,1,0,No,2,0,servicio_público,gas_tanque,13488.67,345,2,262,0042960,E,FALSE
1701405504,1,100_mil,4,2,6,2,Si,No,No,0,0,1,0,1,1,0,No,0,5,servicio_público,gas_tanque,36849.6,345,2,262,0042960,C,FALSE
1701405506,1,100_mil,1,1,3,3,Si,No,No,0,0,1,0,0,1,0,No,0,4,servicio_público,gas_tanque,10309.41,345,2,262,0042960,E,FALSE
1701412701,1,100_mil,3,2,3,2,Si,No,No,0,0,1,0,0,0,1,Si,3,2,servicio_público,gas_tanque,36555.7,375,2,262,0042970,C,FALSE
1701412702,1,100_mil,1,1,6,2,Si,No,No,0,0,0,0,0,1,0,No,2,6,servicio_público,gas_tanque,17264.26,375,2,262,0042970,D,FALSE
1701412703,1,100_mil,3,1,6,2,Si,No,Si,0,0,1,0,0,1,1,No,6,1,servicio_público,gas_tanque,36098.34,375,2,262,0042970,C,FALSE
1701412704,1,100_mil,3,2,6,2,No,No,Si,1,0,1,1,0,2,1,Si,0,6,servicio_público,gas_tanque,34679.54,375,2,262,0042970,C,FALSE
1701412705,1,100_mil,4,0,10,2,Si,No,Si,0,0,0,0,0,1,0,Si,1,10,servicio_público,gas_tanque,5011.47,375,2,262,0042970,E,FALSE
1701412706,1,100_mil,4,1,6,3,Si,No,No,0,1,1,1,1,1,1,Si,3,1,servicio_público,gas_tanque,21196.7,375,2,262,0042970,D,FALSE
1701414901,1,100_mil,3,3,4,3,Si,Si,Si,1,0,0,1,0,1,0,No,0,4,servicio_público,gas_tanque,38365.15,406,2,262,0042980,C,FALSE
1701414903,1,100_mil,3,1,4,2,Si,No,No,0,0,0,0,0,1,0,No,0,5,servicio_público,gas_tanque,19752.64,406,2,262,0042980,D,FALSE
1701414904,1,100_mil,4,2,8,3,No,No,No,0,0,1,0,0,1,0,No,0,4,servicio_público,gas_tanque,21458.6,406,2,262,0042980,D,FALSE
1701414905,1,100_mil,1,0,1,2,No,No,No,0,0,0,0,1,0,1,No,0,3,servicio_público,gas_tanque,9992.76,406,2,262,0042980,E,FALSE
1701414906,1,100_mil,1,1,3,2,No,No,No,0,0,0,0,1,0,0,No,4,0,servicio_público,gas_tanque,11846.55,406,2,262,0042980,E,FALSE
1701419401,1,100_mil,7,3,8,3,Si,Si,Si,0,0,1,2,0,1,0,Si,0,8,servicio_público,gas_tanque,68827.37,287,3,263,0042990,AB,FALSE
1701419402,1,100_mil,5,2,6,3,Si,No,Si,1,0,1,0,1,1,0,Si,0,8,servicio_público,gas_tanque,42205.53,287,3,263,0042990,C,FALSE
1701419404,1,100_mil,4,3,10,3,Si,Si,Si,1,0,1,1,1,1,1,Si,0,9,servicio_público,gas_tanque,88551.51,287,3,263,0042990,AB,FALSE
1701419405,1,100_mil,2,2,8,3,Si,Si,No,0,1,1,0,1,0,0,No,0,8,servicio_público,gas_tanque,31028.73,287,3,263,0042990,C,FALSE
1701419406,1,100_mil,5,1,9,3,Si,No,Si,1,0,1,1,1,1,1,Si,2,4,servicio_público,gas_tanque,54181.42,287,3,263,0042990,C,FALSE
1701423301,1,100_mil,2,2,3,2,No,No,No,0,0,0,0,1,0,0,Si,0,3,servicio_público,gas_tanque,26512.41,292,2,262,0043000,D,FALSE
1701423302,1,100_mil,3,2,10,3,Si,Si,Si,0,1,1,3,0,3,1,Si,0,12,servicio_público,gas_tanque,70288,292,2,262,0043000,AB,FALSE
1701423303,1,100_mil,3,2,8,3,Si,Si,Si,1,1,1,1,0,3,1,Si,0,15,servicio_público,gas_tanque,27607.44,292,2,262,0043000,D,FALSE
1701423304,1,100_mil,2,1,3,2,No,No,No,0,0,0,0,0,0,0,No,0,0,servicio_público,gas_tanque,7307.81,292,2,262,0043000,E,FALSE
1701423305,1,100_mil,3,2,8,2,Si,Si,No,0,1,0,0,1,0,1,No,1,3,servicio_público,gas_tanque,22258.17,292,2,262,0043000,D,FALSE
1701423306,1,100_mil,4,3,4,2,Si,No,Si,0,0,1,0,1,1,1,Si,3,3,servicio_público,gas_tanque,37938.19,292,2,262,0043000,C,FALSE
1701424801,1,100_mil,4,4,10,3,Si,Si,Si,0,0,1,3,1,2,1,No,0,5,servicio_público,gas_tanque,128455.08,247,2,262,0043010,AB,FALSE
1701424803,1,100_mil,3,3,9,3,Si,Si,No,1,0,1,1,1,1,0,Si,0,25,servicio_público,gas_tanque,114885.22,247,2,262,0043010,AB,FALSE
1701424806,1,100_mil,2,1,6,2,Si,Si,No,0,0,0,0,1,0,0,No,1,2,servicio_público,gas_tanque,25135.31,247,2,262,0043010,D,FALSE
1701432201,1,100_mil,3,2,6,2,Si,Si,Si,0,0,0,1,1,1,0,Si,0,5,servicio_público,gas_tanque,43259.66,294,2,262,0043020,C,FALSE
1701432202,1,100_mil,2,0,4,2,Si,No,No,0,0,1,0,2,1,0,No,1,5,servicio_público,gas_tanque,16646.21,294,2,262,0043020,D,FALSE
1701432203,1,100_mil,3,2,7,2,Si,Si,Si,0,1,1,1,0,3,1,No,0,7,servicio_público,gas_tanque,30818.78,294,2,262,0043020,C,FALSE
1701432206,1,100_mil,2,0,4,3,Si,Si,No,1,0,0,0,2,2,1,Si,0,10,servicio_público,gas_tanque,17103.36,294,2,262,0043020,D,FALSE
1701433601,1,100_mil,2,1,3,3,Si,No,No,1,0,1,0,1,0,1,Si,0,5,servicio_público,gas_tanque,57734.14,306,2,262,0043030,C,FALSE
1701433602,1,100_mil,2,2,4,3,Si,No,No,0,0,0,0,0,1,0,No,9,0,servicio_público,gas_tanque,24777.28,306,2,262,0043030,D,FALSE
1701433603,1,100_mil,3,2,4,2,Si,No,No,0,0,0,0,0,1,1,No,0,5,servicio_público,gas_tanque,35087.47,306,2,262,0043030,C,FALSE
1701433604,1,100_mil,5,3,4,3,Si,Si,Si,1,0,0,0,0,2,0,No,0,7,servicio_público,gas_tanque,67796.05,306,2,262,0043030,AB,FALSE
1701433605,1,100_mil,3,1,10,2,Si,Si,Si,0,1,1,1,0,2,0,Si,0,5,servicio_público,gas_tanque,102042.83,306,2,262,0043030,AB,FALSE
1701433606,1,100_mil,4,3,11,3,Si,Si,Si,0,0,1,1,2,0,1,Si,0,8,servicio_público,gas_tanque,55151.73,306,2,262,0043030,C,FALSE
1701443001,1,100_mil,3,3,6,3,Si,Si,Si,0,0,0,0,0,1,0,No,0,7,servicio_público,gas_tanque,42554.34,336,3,263,0043040,C,FALSE
1701443002,1,100_mil,3,2,3,2,Si,No,Si,0,0,1,0,1,0,1,Si,0,7,servicio_público,gas_tanque,45997.18,336,3,263,0043040,C,FALSE
1701443003,1,100_mil,3,1,1,2,Si,No,No,0,0,1,0,0,1,0,Si,0,5,servicio_público,gas_tanque,29794.36,336,3,263,0043040,D,FALSE
1701443004,1,100_mil,3,2,8,3,Si,No,No,0,0,1,0,0,1,0,No,0,8,servicio_público,gas_tanque,29347.81,336,3,263,0043040,D,FALSE
1701443005,1,100_mil,3,2,7,3,Si,No,No,0,0,0,0,1,0,0,No,0,8,servicio_público,gas_tanque,36684.75,336,3,263,0043040,C,FALSE
1701443006,1,100_mil,2,2,8,3,Si,No,No,0,0,0,0,1,0,0,No,5,0,servicio_público,electricidad,27317.92,336,3,263,0043040,D,FALSE
1701454501,1,100_mil,2,2,6,3,Si,Si,Si,0,0,1,0,2,1,1,Si,0,13,servicio_público,gas_tanque,59420.36,398,3,263,0043050,C,FALSE
1701454502,1,100_mil,5,2,8,2,Si,Si,Si,0,1,1,0,0,2,1,No,0,5,servicio_público,gas_tanque,30145.65,398,3,263,0043050,C,FALSE
1701454503,1,100_mil,1,1,8,2,Si,No,No,0,0,0,1,0,1,0,No,0,3,servicio_público,gas_tanque,15372.39,398,3,263,0043050,D,FALSE
1701454504,1,100_mil,3,3,4,2,Si,No,Si,1,0,0,0,0,1,0,No,0,6,servicio_público,gas_tanque,27578.73,398,3,263,0043050,D,FALSE
1701454505,1,100_mil,3,1,3,2,Si,No,No,0,0,0,0,1,0,0,No,3,3,servicio_público,gas_tanque,19745.06,398,3,263,0043050,D,FALSE
1701454506,1,100_mil,1,1,8,3,Si,Si,No,0,0,0,0,0,1,1,Si,0,6,servicio_público,gas_tanque,18464.53,398,3,263,0043050,D,FALSE
1701462701,1,100_mil,4,4,6,2,Si,No,No,0,0,0,0,1,0,0,No,5,0,servicio_público,gas_tanque,47762.52,382,3,263,0043060,C,FALSE
1701462703,1,100_mil,4,2,8,3,Si,Si,Si,1,0,0,0,0,2,0,No,3,8,servicio_público,gas_tanque,25740.97,382,3,263,0043060,D,FALSE
1701462704,1,100_mil,3,1,8,3,Si,No,Si,2,0,1,0,1,1,0,Si,0,8,servicio_público,gas_tanque,79303.25,382,3,263,0043060,AB,FALSE
1701462705,1,100_mil,4,2,8,3,Si,Si,Si,0,0,0,2,3,1,1,Si,0,8,servicio_público,gas_tanque,69595.06,382,3,263,0043060,AB,FALSE
1701462706,1,100_mil,1,1,10,2,Si,No,Si,1,0,0,0,0,1,1,Si,2,3,servicio_público,gas_tanque,6117.44,382,3,263,0043060,E,FALSE
1701496901,1,100_mil,4,2,10,3,Si,Si,Si,0,0,1,1,1,1,1,Si,0,11,fosa_séptica,gas_tanque,39747.71,403,3,263,0043070,C,FALSE
1701496902,1,100_mil,3,1,8,3,Si,Si,Si,1,0,1,1,0,1,0,No,0,8,servicio_público,gas_tanque,36869.93,403,3,263,0043070,C,FALSE
1701496903,1,100_mil,3,1,6,2,Si,Si,Si,0,0,0,0,0,1,0,No,3,0,servicio_público,gas_tanque,10320.64,403,3,263,0043070,E,FALSE
1701496904,1,100_mil,4,2,10,3,Si,No,Si,1,0,1,0,2,1,1,Si,0,10,servicio_público,gas_tanque,63997.16,403,3,263,0043070,AB,FALSE
1701496905,1,100_mil,2,1,10,3,Si,Si,Si,2,1,1,1,0,1,1,Si,0,12,servicio_público,gas_tanque,123218.24,403,3,263,0043070,AB,FALSE
1701496906,1,100_mil,4,1,10,3,Si,Si,Si,0,1,1,1,1,1,1,Si,1,9,servicio_público,gas_tanque,81125.34,403,3,263,0043070,AB,FALSE
1701511401,1,100_mil,1,0,1,2,No,No,No,0,0,0,0,0,1,0,No,0,4,servicio_público,gas_tanque,22706.69,325,2,262,0043080,D,FALSE
1701511402,1,100_mil,1,1,6,2,Si,No,Si,0,0,0,0,1,0,0,No,0,1,fosa_séptica,gas_tanque,20850.69,325,2,262,0043080,D,FALSE
1701511403,1,100_mil,5,2,10,3,No,No,Si,1,0,1,0,0,2,0,Si,0,7,fosa_séptica,gas_tanque,103910.2,325,2,262,0043080,AB,FALSE
1701511404,1,100_mil,4,3,8,2,Si,Si,Si,1,0,1,0,0,1,0,No,0,3,fosa_séptica,gas_tanque,45438.14,325,2,262,0043080,C,FALSE
